province,n_official_name,ori_experience,description,company_description,experience,industry,domain,title_jd,common_name,title,district,start_date,company_address,location,source,type,ori_district,end_date,salary 
上海,某国内知名互联网公司,5年以上,岗位职责：1.独立负责射频前端电路设计，负责射频电路调试和优化验证，参与联调及系统测试，进行问题分析、定位和解决；2.负责天线布局的前期规划并协助完成天线性能优化，协助外研产品的射频评估任职要求：1.电磁场与微波技术、电子工程、通信工程等相关专业本科以上学历.2.五年及以上射频硬件的独立开发和调试经验，经历过从单元板开发到整机产品正式交付的完整项目周期。具备射频电路和天线评估能力.3.有ISM频段天线设计、开发、调试、优化经验，有PLLLNAPA匹配设计经验。深入理解射频微波理论，具备职责相关方向的扎实专业基础知识功底。4.熟悉网络分析仪、频谱仪、信号发生器和示波器等常用开发仪表，并具有一定实践经历.5.熟悉常用专业开发工具（电磁仿真和EDA），如ADS、HFSS、MATLAB、Cadence、Protel等，并其中一项以上拥有一定实践经历.6.精通无线通信系统测试与分析，包括常见标准无线通信系统与私有协议标准系统。熟悉WIFI蓝牙等相关标准或协议调试经验者优先.7.有完整蓝牙wifiZigBee等2.4G产品完整射频认证经验者优先.8.具有良好的沟通协调能力，有较强的独立工作和解决问题的能力.,商壤猎头是国家人事部核准的，国内最著名的猎头机构之一。多...,"5-10年,10年以上",互联网/移动互联网/电子商务,招聘,资深射频工程师(某国内知...,,资深射频工程师(某国内知名互联网公司),上海,2017-04-13,,上海,猎聘网,全职,不限,2017-05-27,25000-99999999
上海,兆隽上海信息科技有限公司,不限,"职位描述：备注：工作地点位于外高桥保税区五号门内，公司无班车。且本职位长期加班，因此应聘者必须住在保税区附件。请应聘者务必了解此点后再投递简历。职位名称：手机射频工程师岗位职责1. 负责公司手机RF测试项目的技术支持和培训测试技术员。2. 负责制定手机RF测试方法、流程、维修方案、SOP制作、RF异常处理。3. RF测试项目的设备、工治具的市场调查，工治具的购买确认和使用方面研究。4. 负责对客户提到的有关RF信息，过程中出现问题进行技术支持5. 不断提升技术及服务质量，赢得良好的客户服务口碑；任职资格1、大专及以上学历，通讯、电子、计算机相关专业毕业。2、有两年以上手持终端射频测试开发经验, 能够独立承担项目的射频评估和开发工作3. 熟悉CMW500/Agilent 8960及常用手机测试设备，熟悉手机射频硬件设计和调试，熟悉电磁场与微波基本理论4、负责指导新产品阶段测试及解决测试过程中的任何与射频相关问题，负责技术方面的测试判断5、对手机数码产品的天线结构和工作原理熟悉者优先。6、具有良好的沟通能力，具有良好的服务意识，有责任心，积极上进职能类别：射频工程师电子工程师/技术员关键字：工程师技术员",兆隽（上海）信息科技有限公司是一家IT以及通讯行业的售后服务公司。公司总部设在美国南加州，由于公司业务发展迅速，为给广大的客户提供更优质便捷的服务，在上海外高桥保税区内设立了上海技术服务中心。现邀请您加入我们的充满活力，激情和协作的团队，共同工作，为创造第一流的组织而努力；同时我们一直致力于在发展公司业务时也让公司每一位员工的个人才能得到充分发挥与发展。,不限,通信/光通讯,招聘,手机射频工程师,兆隽（上海）信息科技有限公司,手机射频工程师,上海,2017-04-14,上海浦东希雅路350号5号楼4层D部位,不限,OFweek人才网,全职,不限,2017-10-14,5000-8000
上海,尚睿微电子上海有限公司,1年以上,职责:1、负责进行射频集成电路设计；2、进行仿真、验证和评估；3、指导版图工程师设计；4、配合应用和产品工程师，测试工程师使产品成功进入量产；要求:1、电子工程及相关专业硕士或2年以上相关工作经验，有成功流片经验；2、掌握大信号设计流程和方法；3、熟练使用Cadence、ADS等EDA设计工具；熟悉后端仿真验证；4、熟练使用EM仿真工具；5、熟练使用主要射频及微波测试仪器；优先：1、有GaAs射频功率放大器、射频前端设计经验；2、熟悉射频集成电路版图设计；3、熟悉射频基板和封装设计；4、熟悉射频系统PCB版图设计；5、熟悉代工厂制造流程，有丰富的沟通经验。,SmarterMicro公司从事微波器件和射频模拟集成电路芯片设计、...,"1-3年,3-5年,5-10年,10年以上",不限,招聘,射频集成电路设计工程师(...,,射频集成电路设计工程师(RFICDesigner)(尚睿微电子（上海）有限公司),上海,2017-04-12,,,猎聘网,全职,不限,2017-07-02,0-1
上海,上海斐讯数据通信技术有限公司,不限,工作职责：1、按照产品定义书及项目计划表，能够按时完成射频原理图制作及摆件；2、按照公司品控质量标准，调试产品的GSM、wifi&amp;蓝牙、fm，GPS等射频相关性能；3、按照项目计划表，跟踪整机天线调试情况，使产品天线性能达标；4、按照品控项目CTA及其它认证的要求，提供硬件技术支持；5、根据研发技术部的要求，提供试产和量产的生产技术支持；6、参加工业设计部的ID及MD评审，提供射频设计要求；7、上级安排的其他工作。任职资格要求：1、本科及以上学历，通信、电子、微波等相关专业；2、具有3年以上的手机射频开发经验，熟悉整个项目流程，具有一定项目工作经验，可以独立设计调试整个射频；3、熟练操作网络分析仪、cmu200、安捷伦8960、频谱分析仪等测试仪器，熟悉3GPP标准等；4、有手机射频开发经验，可以独立设计、调试射频性能；5、熟练使用power logic，powerpcb等工具软件。,"上海斐讯数据通信技术有限公司（以下简称""PHICOMM斐讯""）成立于2008年，其全球总部位于中国-上海，是一家致力于向用户及客户提供移动终端、数据通信产品、云计算、ICT等各种软硬件及整体解决方案的研发型高新技术企业，集研发、制造、销售于一体，用户范围涵盖个人消费者、企业、政府、各行业等各个层次。PHICOMM斐讯秉承“致力于更自由的沟通”这一使命，构建起了""快速响应、高性价比""的公司整体核心竞争力，使公司在短短时间内实现跃迁式的发展，从2008年成立至今，每年保持200%以上的平均增速，2012年营业达30亿，在业内创造出又一个发展奇迹。多元战略，构筑基石21世纪是个变革的世纪，新技术、新商业模式的井喷式涌现给众多企业带来了全新的难题和课题——如何持续的保持竞争优势。PHICOMM斐讯作为以数据通信设备起家的业内黑马，敏锐地意识到如果只作硬件，不可能实现企业持续快速发展。因此，在2013年初，PHICOMM斐讯调整战略方向，建立起以MOBILE、SOHO、ENT、CLOUD、ICT等五大BU为核心的企业发展框架，开启了公司的多元化战略新时代。MOBILEBU主要为个人消费者提供移动智能终端如手机、平板电脑等产品；SOHOBU主要为家庭用户提供DSL、EPON/GPON、HomeSwitch、EOC、PLC、WiFiAP、VoiceGateway等宽带终端产品；ENTBU主要为企业用户提供Router、Switch、Security、Storage等企业级网络终端产品；CLOUDBU为个人、企业、行业用户提供IAAS（基础设施即服务）、PAAS（平台即服务）、SAAS（软件即服务）等全方位的云服务；ICTBU是为政府、能源、金融、电力等各行业用户提供如智慧城市、智能楼宇、基础网络、整合通讯等业内领先的解决方案。PHICOMM斐讯的5个BU，从产品线上涵盖硬件设备、软件及整体解决方案，从客户群上涵盖了个人用户、企业用户、行业用户等不同层级，从产业链上下游上来说涵盖上游软硬件的研发、生产，中游的品牌建设，下游的方案整合，真正将市场的需求与企业自身的优势进行了完美的融合，打造出独特的企业发展生态系统及核心竞争力，更好地适应激烈变化的市场环境。全球品牌，基业长青PHICOMM斐讯在成立之初就立志要做基业长青的国际化公司，要成为信息通信领域卓越的设备和服务提供商，因此，品牌化是必由之路。纵观全球具有数十年甚至上百年历史的顶级企业，无论哪一个都拥有一个甚至多个耳熟能详的品牌名称。很多企业在发展过程中主营业务甚至多次更换，唯有品牌能让消费者记住。PHICOMM斐讯在全球范围内逐步通过能够给用户客户带来差异化体验和独特价值的系列产品，不断的建立和完善品牌体系。以“PHICOMM”为主品牌，根据不同的产品或业务特点衍生出“READPHONE”、“兔美美”等全新子品牌，共同推动整个PHICOMM斐讯品牌知名度、美誉度的建立。目前并伴随各地区业务的开展和推动，PHICOMM斐讯将逐步实施统一的品牌传播活动，向消费者传递“PHICOMM”品牌的核心价值，“PHICOMM”各系列产品带来的独特的差异化价值，品牌与产品互相促进，互相提升，真正打造基业长青的卓越企业。全球研发，自主生产作为一家研发型导向的高科技企业，能够将先进的技术与客户的需求进行完美的融合，满足不同客户用户的个性化需求，研发实力至关重要。PHICOMM斐讯已经在全球设立了5个研发基地，分别在上海、深圳、武汉、成都、旧金山，并计划在未来3年完成北京、西安、大连、南京、慕尼黑等另外五个全球研发基地的建设。全球研发有助于更好的理解消费者需求，更有效的整合全球各地优质的研发资源，开发出真正满足用户需求的产品。这同样也表明了PHICOMM斐讯立志成为国际化公司的雄心壮志。PHICOMM斐讯现拥有员工4000多人，研发技术人员占比达到55%，所有技术人员全部为大学本科以上学历，其中硕士比率超过30%，博士比率超过5%。在自主知识产权方面持续积累，专利申请达每月60项以上，其中包括PCT专利申请。12万平方米的上海总部大楼将于2013年9月正式投入使用。在生产方面，PHICOMM斐讯为了保证品质，坚持自己制造产品。第一座集生产制造、物流于一体的综合基地建筑面积3.5万平方米，已于2010年下半年投入使用，年产能达千万台级，年产值达15亿元；第二座在建的生产基地占地318亩，建筑面积33万平方米，将于2014年底竣工投产，届时，生产基地总年产值将高达250亿。PHICOMM斐讯的生产基地已经通过了ISO9001、ISO14001、ROSH等各种国际标准认证，保证了所生产的产品具备国际级品质。所有的这些，都为PHICOMM斐讯的持续发展提供了强劲的动力。全球布局，销售渠道作为定位于全球的国际品牌，PHICOMM斐讯销售、服务网络在全球的布局已经逐步成型：已经在中国27个大中型城市设立办事处，业务范围覆盖全国；以德国为中心的欧洲市场、以新加坡为中心的亚太市场、以土耳其为中心的中东北非市场，以肯尼亚为中心的南非市场都已经初具规模；以巴西为中心的南美洲市场，以美国为中心的北美市场，以俄罗斯为中心的独联体市场正在快速建立中。通过销售网络覆盖的不断提高，PHICOMM斐讯为更多的用户及客户提供优质的产品、完备的服务，赢得了越来越多的信任和口碑，这也为公司在2015年业绩预计突破百亿奠定了良好的基础。员工福利：班车：公司为员工免费提供往莘庄、浦东、杨浦等地班车。住宿：公司为员工提供单人间/双人间，宿舍设施配备齐全。用餐：公司为员工免费提供工作餐。参考路线：1、地铁9号线松江新城站2号口出转乘松江16路至正泰电器公司站下，步行约5分钟。2、莘庄地铁站北广场乘莘松线加工园区站下，换乘松江10路正泰电器站下，步行约5分钟。3、奉贤南桥汽车站乘南松线车墩（新车公路北松公路）站下，换乘松江10路至正泰电器站下，步行约5分钟。4、自驾车到松江新城，走文翔路，往小昆山方向，至文吉路左转弯到底即到。公司班车路线：莘庄班车莘庄地铁站北广场（AM7:25）----松江新城（AM8：00）----公司（AM8:20）淞虹路班车淞虹路地铁站（AM7:10）----松江新城（AM8：00）----公司（AM8:20）新桥班车新桥新南街（AM7:25）----青青旅游世界（AM7:40）----松江新城（AM8:00）----永丰（AM8:15）----7号基地（AM8:25）浦东班车杨高北路巨峰路（AM6:25）----杨高路云山路（AM6:43）----沪南路A20（AM7:15）----杨高南路A20（AM7:20）----松江新城（AM8:00）----公司（AM8:20）杨浦班车五角场大西洋商厦（AM6:30）----汶水路凉城路（AM6:40）----共和新路汶水路（AM6:50）----沪太路汶水路（AM7:00）----公司（AM8:15）新城班车松江新城地铁站（AM8:00）----公司（AM8:15）",不限,通信/光通讯,招聘,中/高射频工程师,上海斐讯数据通信技术有限公司,中/高射频工程师,上海,2017-04-14,上海市松江区文吉路99号（总部地址）,不限,OFweek人才网,全职,不限,2017-10-14,0-1
上海,展唐通讯科技上海股份有限公司,不限,岗位职责1、负责自研产品的射频研发，参与射频单元电路的设计；2、负责协助外研产品的射频评估；3、负责预研产品射频设计可行性评估，参与预研技术的评估；4、负责射频技术跟踪及学习；5、负责对产品开发中及产品售后的相关射频问题分析解决；6、负责提供生产所需的射频相关测试标准及内容，参与为生产提出的产品测试指标的制定；7、负责产品入网测试技术支持。任职资格1、本科以上学历，通信，无线电，微波专业；2、三年以上通信产品硬件设计经验，有PDA、手机研发经验者佳；3、熟悉射频器件及设计方法、测试，对射频模块及数字通信有深入的了解；4、具备硬件操作能力和工艺分析能力。,展唐通讯科技（上海）股份有限公司专业从事通信及电子领域产...,不限,不限,招聘,高级射频工程师(展唐通讯...,,高级射频工程师(展唐通讯科技(上海)股份有限公司),上海,2017-04-12,,,猎聘网,全职,不限,2017-07-02,0-1
上海,中兴通讯股份有限公司,不限,职位描述：【岗位职责】：1、从事TD-SCDMA及TD-LTE双模制式 NodeB产品无线指标测试及可靠性测试；2、参加运营商组织的集采招标和设备入网的无线指标测试；3、无线指标测试方案编写、测试用例执行；4、部门、项目安排的其他任务、出差等。【任职要求】：1、本科三年以上工作经验，硕士1年以上工作经验；通讯、电子、计算机、无线电等相关专业毕业；2、具备较强的英文读写能力，具备激情、团队协作、一定的抗压能力；3、具备RRU 射频研发或测试工作经验者优先；4、具备3G/4G通信产品测试经验，有一定射频测试基础和射频仪表相关开发基础者优先；5、熟悉TD-LTE eNodeB和TD-SCDMA 系统架构者优先。职能类别：硬件测试无线通信工程师关键字：射频测试,"　　中兴通讯是全球领先的综合通信解决方案提供商。公司通过为全球140多个国家和地区的电信运营商提供创新技术与产品解决方案，让全世界用户享有语音、数据、多媒体、无线宽带等全方位沟通。公司成立于1985年，在香港和深圳两地上市，是中国最大的通信设备上市公司。

　　中兴通讯拥有通信业界最完整的、端到端的产品线和融合解决方案，通过全系列的无线、有线、业务、终端产品和专业通信服务，灵活满足全球不同运营商的差异化需求以及快速创新的追求。2011年，中兴通讯实现全年营业收入人民币862.54亿元，同比增长23.39%，增速位居行业首位。其中，国际市场实现营收467.58亿元人民币，占整体营收54.21%，同比增长24%。中兴通讯系统设备已全面服务于全球高端市场的顶级运营商，智能终端增速强劲，已跃居全球第四大手机厂商。

　　中兴通讯坚持以持续技术创新为客户不断创造价值。公司在美国、法国、瑞典、印度、中国等地共设有18个全球研发机构，近3万名国内外研发人员专注于行业技术创新，2011年中兴通讯PCT国际专利申请量跃居全球企业第一位，国内发明专利授权量与申请量也均列国内企业第一位。公司依托分布于全球的107个分支机构，凭借不断增强的创新能力、突出的灵活定制能力、日趋完善的交付能力赢得全球客户的信任与合作。

　　中兴通讯为联合国全球契约组织成员，坚持在全球范围内贯彻可持续发展理念，实现社会、环境及利益相关者的和谐共生。我们运用通信技术帮助不同地区的人们享有平等的通信自由；我们将“创新、融合、绿色”理念贯穿到整个产品生命周期，以及研发、生产、物流、客户服务等全流程，为实现全球性降低能耗和二氧化碳排放不懈努力。我们还在全球范围内开展社区公益和救助行动，参加了印尼海啸、海地及汶川地震等重大自然灾害救助，并成立了中国规模最大的“关爱儿童专项基金”。

　　未来，中兴通讯将继续致力于引领全球通信产业的发展，应对全球通信领域更趋日新月异的挑战。",不限,通信/光通讯,招聘,射频测试工程师,中兴通讯股份有限公司,射频测试工程师,上海,2017-04-14,深圳市科技南路55号,不限,OFweek人才网,全职,不限,2017-10-14,12000-20000
上海,大型通讯行业上市公司，待遇丰厚,1年以上,某通讯行业上市公司，工作地点漕河泾开发区，公司规模5000人以上。福利：月薪年终奖免费班车交通补贴餐补职位名称：手机射频工程师工作地点：上海薪资范围：1020K月岗位职责：1、按时、按质完成项目的研发计划：确保射频各模块正常工作，能够按时完成原理图制作，摆件，调试，解决存在问题，达到公司规定的标准；2、射频部分研发，调试文档拟制：为了确保射频技术研发的功能，性能，质量和进度，使射频技术的研发符合产品定义书的要求，完成具体射频技术的研发，协调与其它部门或合作者的接口技术与关系。在公司制度与流程规定的范围内，完成射频技术文档的拟制；3、射频技术的关键节点评审：为了实现部门和项目的正常运作，在公司制度与流程规定的范围内，参加射频技术的关键节点的评审；4、项目问题的解决：负责指导对项目中的具体问题的解决，并提供修改方案，参与评估导入的解决对策，总结项目出现的问题，积累技术；5、其他部门所需要的射频技术支持：为了实现部门与项目的正常运作，在公司制度与流程规定的范围内，在射频技术方面支持其他部门的工作。任职要求：1、学历：大专及以上学历。2、专业：通信、电子等相关专业。3、工作经验：有1年以上的手机或智能设备射频开发经验，高级工程师有3年以上的手机或智能设备射频开发经验，熟悉整个项目流程，具有一定项目工作经验，可以独立设计调试整个射频。熟悉硬件各种测试设备，了解公司及其国家测试标准。,控股有限公司是一家专业从事手机研究与开发的高新技术集团公...,"1-3年,3-5年,5-10年,10年以上",电子技术/半导体/集成电路,招聘,手机射频工程师（高级主任...,,手机射频工程师（高级主任工程师）(大型通讯行业上市公司，待遇丰厚),上海,2017-04-13,,上海,猎聘网,全职,不限,2017-05-17,8000-12000
上海,联发科技股份有限公司,不限,"职位描述：主要职责：1.射频电路的设计 调试和验证；2.射频系统的设计和文档输出；3.参与联调及系统测试，进行问题分析、定位和解决；4.内部以及客户射频相关问题的支持和解决。任职要求：1.微波 射频相关专业硕士毕业；2.熟悉基本的无线收发信机架构，对微带电路有一定的了解；3.对各种通信系统有一定的了解，比如CDMA， WCDMA，GSM，LTE等;4.能熟练使用常用电磁场仿真软件， 如ADS HFSS等；5.预备一定的软件编程能力，比如 Labview, C 等;6.具备良好的英语听说读写能力，CET-6通过；7.具有良好团队合作精神，可以跨地域，跨时区与多个团队进行合作;8.性格开朗乐观, 积极向上, 善于沟通职能类别：通信技术工程师","联发科技（MTK）是全球前十大半导体IC设计公司中唯一的亚洲公司，总部位于台湾新竹科学工业园区，全球拥有超过25个分支机构，中国大陆拥有6个分支机构。公司在全球员工数超过8000人，中国大陆超过3000人，其中硕士以上学历约占50%。
公司主要产品线有无线通信、光储存、数字家庭、无线连接和宽频网络，其中无线通讯业务出货量居全球第一，数字电视、光存储、DVD业务市场占有量居全球第一。
在这里，我们助你一臂之力，让你“芯”想事成：
1)拥有引以为豪的职业生涯及技术专家与专业主管“双轨制”发展机会
2)接触全球领先的研发技术并为国内外知名企业提供技术指导和支持
3)获得全方位的技术、素质和管理培训和发展
在这里，我们提供的薪资福利，让你怦然“芯”动：
1)有竞争力的薪资：丰厚的月薪、年底双薪、绩效奖金、专利奖金、推荐奖等
2)全面完善的福利：五险一金、补充医疗保险、年度健康体检、餐补、节假日礼金、旅游补贴、按摩补贴、12天带薪年假、健身房、阅览室等
3)应接不暇的活动：公司活动、部门活动、社团活动等
公司致力成为一家全球营运、技术领先的科技公司，藉由不断提供最具创造性的产品和服务，使客户获得成功，提升及丰富大众生活！
更多信息，请登录公司网站：http://www.mediatek.com",不限,可穿戴设备/智能家居/物联网,招聘,射频工程师,联发科技股份有限公司,射频工程师,上海,2017-04-14,深圳市南山区科技中二路深圳软件园11栋10楼北,不限,OFweek人才网,全职,不限,2017-10-14,25000-99999999
上海,上海乐粹网络科技有限公司,不限,职位描述：Jobresponsibility:workasPAFAEinmobilefieldespeciallysupportingcustomertechnically.promotion:promoteofmurataRFproducttocustomertechnicalsupport:technicalsupporttocustomerincustomerslaborbringcustomershandsettooutsidealsoincludesdiscussingnegationwithcustomerswhenshefacesissuetimelysupportfromcustomersdevelopmentschedule.futuretrendinformation:gatheringcompetitorsinformation(productprice)gatheringPFvenderdevelopmenttrend(futurearchitecturedemand)Jobrequirements:1.atleast3yearsinelectronicindustryhavemorethan1yearinRFRDfield;2.bachelordegreeorabove3.goodEnglishcommunicationskill4.canaccepttravelfrequently,上海乐粹网络科技有限公司是专注于日本自由行定制服务、以帮...,不限,不限,招聘,射频工程师(上海乐粹网络...,,射频工程师(上海乐粹网络科技有限公司),上海,2017-04-12,,,猎聘网,全职,不限,2017-07-02,8000-9999
上海,深圳市方格精密器件有限公司上海分公司,不限,"射频工程师 工作职责： 1、参与通信产品前期堆叠方案的评估与射频部分的设计； 2、负责4G、3G、BT、WiFi等射频调试，提高产品射频的性能；3、跟踪整机天线调试情况，对天线性能进行验证； 职位要求： 1、本科以上学历，电子通信相关专业，CET-4以上，较好的读写能力； 2、两年以上微电子行业硬件射频开发经验，有LNA，MIXER，PLL，PA等设计经验,可以独立设计、调试射频性能； 3、熟练操作网络分析仪、CMU200、Agilent 8960、频谱分析仪等测试仪器； 4、能够熟练运用PowerLogic/ PowerPCB等软件； 5、有FCC/CE等标准认证测试经验者优先。 6、较强的学习能力，严谨的工作作风，能承受一定的工作压力； 7、良好的语言表达能力及团队合作精神。 薪资福利： 1、每月缴纳四金，全员均享有年终奖； 2、每年不定期组织旅游活动，每月生日会，福利体检及其他节假日红包等等；",上海兴格信息技术有限公司（SIGNAL），是一家从事手机方案，PCBA研究开发的高科技企业，隶属于中格企业集团，现有员工超过80%为研发和技术人员。公司总部位于上海，地处国家级高新技术产业开发区——漕河径工业园区，在深圳等地设有分支机构。公司拥有着熟悉市场、了解消费者需求的优秀管理团队，凝聚了中国手机行业出色的研发人才。公司具有工业设计（ID）、结构设计（MD）、硬件设计（HW）、软件设计（SW）、生产测试系统等设计开发能力和产品可靠性试验测试能力。公司成立不到一年的时间里，月出货量已在行业内领先，创造近八十款成功产品，与国内数家知名通讯企业建立战略合作关系。兴格与美格，方格形成手机行业一条龙的服务，可以提供从产品外观到整机生产的全套手机解决方案。公司致力于GSM/CDMA/3G的移动终端开发，积极开拓，不断创新，全力支持客户，为客户提供最全面的服务。公司秉持“信誉至上，品质第一，以人为本，共同发展”的理念，强调“诚信、勤奋、友爱”之价值观，重视个人和企业共同发展与进步，努力创造平等、友爱、积极向上的良好工作和生活氛围。现上海兴格信息技术有限公司诚邀手机行业及有志于从事此行业的优秀人才加盟！,不限,通信/光通讯,招聘,射频工程师(LTE),深圳市方格精密器件有限公司上海分公司,射频工程师(LTE),上海,2017-04-14,徐汇区钦江路88号西座三楼,不限,OFweek人才网,全职,不限,2017-10-14,0-1
上海,昌硕科技上海有限公司,应届生,年龄：2035岁性别：不限驾照：不要求岗位职责:工作职责：1.针对手持产品的射频电路天线设计，承接客户研发项目2.射频电路分析测试及除错产线测试架设及除错3.天线实验室量测相关问题分析4.RF测试段不良设备治具的维修5.RFOTA良率追踪及日周报表制作确认6.RF测试冶具的改善耗材报废率的降低任职资格：1.本科以上学历，电机电子通信专业2.CET四级以上3.射频相关工作经验一年以上优先录取,面谈,1年以下,不限,招聘,手机射频工程师（RD）(...,,手机射频工程师（RD）(昌硕科技（上海）有限公司),上海,2017-04-13,,,猎聘网,全职,不限,2017-07-03,0-1
上海,昆山美博通讯科技有限公司,不限,"&#183; Research and design radio frequency and analog circuits, such as power amplifiers, low noise amplifiers, power detectors, mixers, bias controllers and DC-DC converters for wireless communications;&#183; Realize, test, and fine tune the new designs with the aid of laboratory instruments such as signal generators, vector network analyzers, and spectrum analyzers.&#183; Master (or Equiv.) in Electronic or Communication Engineering with 2 years experience required;&#183; Understand power amplifier linearization technologies and 3G standards are plus.&#183; Good team player",　　昆山美博通讯科技有限公司是2011年8月成立于江苏昆山的中外合资企业。公司注册资本4000万元，办公面积2200平米。　　公司以世界一流的高效线性功放技术为基础，提供一流的通讯产品和服务，并立志于在全球市场打破国际厂商的垄断地位，成为这一行业的领先企业。目前公司产品线集中在高效线性功放模组和智能终端两大领域，已经与国内知名企业和科研院所建立了广泛的合作关系。凭借强大的团队，公司与安捷伦合作建立了昆山美博-安捷伦联合实验室，作为华东地区相关集成电路和通讯企业提供测试和培训的开放平台。　　公司目前拥有高素质的研发人员20余人，分别来自于国内外著名高校和科研院所。核心团队在半导体及通讯领域拥有平均20年以上实践经验，并具有相当的知名度与影响力。其中五人为入选国家“千人计划”的海外归国专家。　　公司强调简单、透明的信息沟通，发扬竞争、互助的团队精神；营造开放、信任的文化氛围，尊重个人的灵活创新。通过我们不懈地努力，创建品牌，引领产业，回馈社会。　　我们竭诚欢迎您的加入，希望昆山美博通讯科技是您实现梦想的理想家园！　　公司网址：www.imapletex.com,不限,通信/光通讯,招聘,射频工程师（昆山花桥）,昆山美博通讯科技有限公司,射频工程师（昆山花桥）,上海,2017-04-14,昆山花桥国际商务城绿地大道231弄杰座9号,不限,OFweek人才网,全职,不限,2017-10-14,0-1
上海,上海派纳科技有限公司,不限,岗位职责：1.为客户提供功放射频产品技术支持，推荐射频微波器件，协助设计电路方案；2.配合销售人员开发新产品应用，提供内部技术指导；3.协助产品验收，提供初步故障分析；4.与相关人员制作产品应用手册，使用说明书及技术文档。任职要求：1.微波、通信、电子相关专业毕业，大学本科以上学历；2.三年以上从事射频、微波产品开发或电路设计的工作经历；3.曾任移动通信行业，熟习3G、4G、LTE、Wimax基站设计，或具备射频工作经验者优先考虑；4.具备较强的客户沟通能力，具有良好的团队合作意识和客户服务意识，较强的组织协调能力；5.具有团队合作精神；6.具备较好的英语听说读写能力。,上海派纳是香港恒星科技分公司，创建于1986年，致力于将世界...,不限,不限,招聘,射频应用工程师(上海派纳...,,射频应用工程师(上海派纳科技有限公司),上海,2017-04-12,,,猎聘网,全职,不限,2017-07-02,0-1
上海,上海新岸线电子技术有限公司,不限,职位标签:射频通信无线RF工作职责：1.负责WCDMA/GSM射频驱动开发、维护和性能优化，包括Transceiver、PA等相关参数调试；2.负责WCDMA/GSM射频系统电路设计、调试；3.支持射频工具开发工程师开发射频校准和综测等工具；4.支持手机等终端的认证和测试；5.支持客户。岗位要求：1.微波、通信、电子等相关专业毕业，大学本科及以上学历；2.二年以上手机相关产品射频电路设计、调试和射频驱动开发经验；3.熟练使用PADS等电路设计软件；4.熟悉C/C++编程，有良好的编程规范；5.熟悉射频校准原理以及相关的校准算法；6.熟悉WCDMA/GSM 射频相关3GPP协议；7.熟悉Transceiver、PA等射频系统模块；8.熟悉8960，CMU200，网络分析仪，频谱分析仪，信号发生器等仪器使用；9.有良好的团队意识和创新精神，喜欢钻研，能承受一定的压力。,上海新岸线电子技术有限公司是北京新岸线在上海设立的全资子公司。新岸线公司是由留美归国华侨在北京创立的高科技公司，公司拥有深厚的IT行业背景。通过和国内著名的大学院校及科学院所等单位的合作培养、聚集了一批以博士和硕士为主的近千人的专业研发团队。公司迅速发展，在数字电视、数字广播、通信系统等领域取得了令人瞩目的成绩，与多家国内外大公司建立了合作关系。目前拥有的自主核心技术已经申请了几十项相关专利。公司的核心产品包含了国际市场上主流的应用技术，是每个国家站在自己民族利益基础之上、不仅在国内而且在国际市场上不断激烈争夺的领域。其技术含量高、用户数量大、市场前景广阔、垄断性强、经济和社会效益巨大。公司的核心产品包括：·手机电视（T－MMB）；·软件化数字电视和数字家庭系统；·视频搜索系统；·视频编目系统；·多标准基站；·超宽带无线局域网系统。通过几年的高速发展，公司在美国硅谷精神和清华科技园区创业气氛的影响下逐渐形成和完善自己的企业文化：·自主：每个员工都有主人翁的责任感；·自强：每个员工都有自强不息的拼搏精神；·自新：每个员工在自己的岗位上积极创新精神；·自立：学习做事、学习做人，肩可挑足可立；·自由：轻松的工作环境、以人为本。,不限,通信/光通讯,招聘,射频工程师,上海新岸线电子技术有限公司,射频工程师,上海,2017-04-14,普陀区真北路958号一号楼九楼,不限,OFweek人才网,全职,不限,2017-10-14,0-1
上海,好得香港有限公司,不限,任职要求：1.本科学历、电子学或电子元件专业；2.熟悉滤波器，双工器等射频电子元器件，有两年以上销售工作经验。3.责任感强，有良好的职业素质，善于沟通，协调，能够承受压力接受挑战，具备独立开拓市场的能力。4.善于学习，不断提高业务能力，工作热情、积极、肯干，具有团队精神。5.可接受外派。,好得集团成立于2001年，是一家专从事于电子元器件的生产和销...,不限,不限,招聘,射频器件销售工程师(好得...,,射频器件销售工程师(好得（香港）有限公司),上海,2017-04-14,,,猎聘网,全职,不限,2017-07-03,0-1
